vehicle_id,n_readouts,first_time,last_time,observation_duration
651,26,0.0,345.6,345.6
652,30,10.4,331.4,321.0
654,41,18.2,277.8,259.6
655,35,7.8,145.4,137.6
657,46,11.2,213.4,202.20000000000002
659,46,1.0,277.4,276.4
660,170,2.6,471.0,468.4
665,66,2.0,306.6,304.6
668,45,15.8,268.8,253.0
669,89,13.4,467.6,454.20000000000005
671,5,31.6,108.6,77.0
672,90,0.0,436.4,436.4
673,60,22.2,426.8,404.6
675,45,12.4,210.8,198.4
676,73,0.6,469.0,468.4
678,44,7.2,403.0,395.8
680,12,19.8,138.2,118.39999999999999
682,66,0.4,318.8,318.40000000000003
683,70,1.6,232.2,230.6
685,106,6.8,478.2,471.4
686,92,0.0,424.0,424.0
688,144,1.4,471.6,470.20000000000005
690,101,0.0,298.2,298.2
691,94,0.0,342.6,342.6
692,12,0.8,216.8,216.0
693,8,16.2,123.0,106.8
694,26,11.4,310.4,299.0
695,23,3.6,199.6,196.0
697,13,0.6,152.0,151.4
699,104,0.0,358.0,358.0
702,19,5.6,277.4,271.79999999999995
703,118,2.4,474.4,472.0
705,101,6.6,469.0,462.4
706,102,8.6,466.2,457.59999999999997
708,123,0.4,448.4,448.0
709,19,32.4,290.2,257.8
710,95,0.2,422.6,422.40000000000003
713,11,7.2,138.0,130.8
714,42,1.4,211.2,209.79999999999998
717,51,0.0,191.8,191.8
718,75,4.0,414.6,410.6
719,114,2.2,471.6,469.40000000000003
720,20,0.2,308.8,308.6
721,129,0.2,462.2,462.0
722,31,32.0,358.8,326.8
723,61,1.6,477.8,476.2
725,9,3.0,159.4,156.4
729,9,2.6,129.2,126.6
731,87,6.4,354.6,348.20000000000005
732,28,37.8,182.8,145.0
733,12,0.0,168.4,168.4
734,16,10.2,165.6,155.4
735,11,7.6,212.0,204.4
738,51,8.4,257.0,248.6
739,90,8.2,382.4,374.2
740,34,9.8,323.4,313.59999999999997
741,46,7.2,240.8,233.60000000000002
743,77,16.0,362.0,346.0
744,39,5.6,143.4,137.8
745,83,3.8,465.4,461.59999999999997
746,21,0.0,141.8,141.8
747,97,0.0,358.2,358.2
748,70,9.8,381.4,371.59999999999997
749,90,5.8,455.2,449.4
750,69,4.0,255.4,251.4
751,15,3.0,163.8,160.8
753,6,12.6,148.4,135.8
755,52,0.8,409.6,408.8
756,107,33.4,436.8,403.40000000000003
758,74,0.0,429.6,429.6
759,37,22.8,374.8,352.0
760,67,1.2,365.2,364.0
762,50,8.2,361.8,353.6
767,90,0.4,366.8,366.40000000000003
768,95,19.2,469.2,450.0
770,24,4.8,250.2,245.39999999999998
771,85,1.2,444.4,443.2
772,15,32.2,122.2,90.0
773,31,8.4,459.2,450.8
775,164,6.6,453.6,447.0
776,115,10.8,466.6,455.8
777,12,12.2,144.2,132.0
778,6,11.4,135.4,124.0
779,59,2.2,254.8,252.60000000000002
780,42,0.0,472.8,472.8
781,18,5.2,162.0,156.8
782,18,1.2,145.6,144.4
784,32,5.6,139.8,134.20000000000002
785,75,0.4,224.8,224.4
787,85,20.0,392.4,372.4
788,22,4.0,182.0,178.0
789,36,4.4,214.4,210.0
790,98,0.0,450.8,450.8
791,98,8.0,373.4,365.4
793,6,3.4,112.8,109.39999999999999
794,106,5.4,471.8,466.40000000000003
795,133,2.0,418.6,416.6
797,8,3.4,117.6,114.19999999999999
799,18,0.4,277.6,277.20000000000005
800,9,18.4,132.4,114.0
801,43,5.2,472.4,467.2
804,107,44.6,464.6,420.0
805,61,21.0,289.6,268.6
806,18,8.8,138.0,129.2
807,105,13.2,454.0,440.8
808,109,3.8,463.4,459.59999999999997
810,42,13.2,457.4,444.2
813,11,10.8,214.2,203.39999999999998
815,128,0.4,477.0,476.6
816,53,3.6,202.0,198.4
817,25,26.0,138.8,112.80000000000001
820,46,7.2,218.2,211.0
821,130,0.0,425.8,425.8
822,107,0.0,363.6,363.6
823,52,3.4,184.2,180.79999999999998
825,108,0.0,467.4,467.4
826,6,36.4,152.6,116.19999999999999
827,25,1.2,182.0,180.8
828,40,3.8,143.8,140.0
830,104,10.6,458.6,448.0
831,144,17.8,468.6,450.8
833,86,1.2,330.2,329.0
834,40,1.2,148.2,147.0
836,35,1.4,143.8,142.4
837,149,6.0,478.2,472.2
838,98,2.6,446.4,443.79999999999995
839,49,3.8,230.4,226.6
840,74,14.0,384.4,370.4
841,79,10.2,326.2,316.0
842,64,2.6,311.0,308.4
843,146,2.4,477.4,475.0
844,69,3.8,342.4,338.59999999999997
845,16,4.0,180.2,176.2
846,65,3.2,457.6,454.40000000000003
847,64,8.8,316.4,307.59999999999997
848,82,7.8,381.2,373.4
850,59,7.2,271.2,264.0
851,99,0.2,469.0,468.8
852,33,8.2,215.2,207.0
853,31,2.4,202.2,199.79999999999998
854,40,3.2,197.8,194.60000000000002
855,87,16.0,421.2,405.2
856,75,0.0,463.6,463.6
857,53,11.8,452.2,440.4
858,18,0.0,114.8,114.8
859,93,10.6,381.4,370.79999999999995
860,55,8.4,462.0,453.6
861,79,4.0,468.2,464.2
862,60,1.4,444.6,443.20000000000005
863,92,0.8,377.8,377.0
864,80,7.0,434.8,427.8
866,101,4.4,436.2,431.8
868,68,8.2,263.4,255.2
869,96,5.8,479.0,473.2
873,21,8.6,143.2,134.6
874,69,3.0,467.8,464.8
875,126,1.4,471.4,470.0
877,16,14.4,245.0,230.6
878,132,0.0,446.6,446.6
879,104,24.6,468.6,444.0
880,54,24.0,470.2,446.2
881,45,13.0,355.8,342.8
883,97,6.6,389.2,382.59999999999997
884,12,2.0,142.0,140.0
885,28,6.8,265.6,258.8
886,17,16.2,232.8,216.60000000000002
887,106,12.0,468.2,456.2
889,13,6.2,105.0,98.8
890,13,33.0,168.8,135.8
892,15,7.4,125.4,118.0
893,69,12.6,364.0,351.4
897,66,9.6,247.4,237.8
898,64,8.8,271.4,262.59999999999997
899,116,24.0,466.2,442.2
900,39,0.2,440.2,440.0
901,20,0.0,241.2,241.2
904,39,11.6,281.8,270.2
905,101,3.8,451.8,448.0
906,69,6.6,461.4,454.79999999999995
907,10,14.8,210.2,195.39999999999998
908,140,0.0,405.2,405.2
909,25,29.0,138.8,109.80000000000001
910,43,19.0,216.6,197.6
911,37,11.8,269.6,257.8
912,46,8.8,449.8,441.0
913,17,40.4,138.2,97.79999999999998
915,100,5.4,394.8,389.40000000000003
916,25,4.2,140.6,136.4
918,16,23.8,276.8,253.0
920,58,0.0,425.2,425.2
921,102,11.0,444.8,433.8
923,23,13.2,174.6,161.4
924,55,15.2,415.2,400.0
925,66,4.0,366.8,362.8
926,79,4.2,367.0,362.8
927,90,3.4,268.6,265.20000000000005
928,81,29.6,475.6,446.0
929,53,13.0,409.2,396.2
930,90,0.0,420.2,420.2
932,91,8.2,455.8,447.6
933,45,17.4,436.0,418.6
934,43,15.2,278.8,263.6
935,105,8.4,452.8,444.40000000000003
936,83,7.2,440.6,433.40000000000003
938,55,28.6,402.0,373.4
939,90,6.6,461.2,454.59999999999997
943,49,5.2,438.8,433.6
946,39,2.0,276.4,274.4
948,105,0.0,462.0,462.0
949,136,0.2,461.6,461.40000000000003
950,98,1.2,442.0,440.8
953,56,0.4,267.6,267.20000000000005
955,33,2.2,355.6,353.40000000000003
956,65,0.2,288.2,288.0
957,88,0.2,470.8,470.6
958,80,1.8,356.8,355.0
961,43,3.0,211.4,208.4
962,105,8.4,463.8,455.40000000000003
963,107,2.6,474.2,471.59999999999997
964,46,11.4,209.4,198.0
965,51,4.0,205.8,201.8
967,91,12.8,451.0,438.2
968,21,9.8,212.8,203.0
969,89,0.8,453.8,453.0
971,94,0.4,470.8,470.40000000000003
972,20,3.0,233.4,230.4
973,89,8.2,440.8,432.6
974,56,3.0,242.4,239.4
976,55,2.4,217.0,214.6
977,22,3.6,218.4,214.8
978,27,0.4,165.6,165.2
979,106,4.8,424.2,419.4
980,9,0.0,144.2,144.2
981,15,5.6,184.0,178.4
982,114,4.0,463.6,459.6
983,9,0.0,108.2,108.2
984,107,8.4,467.8,459.40000000000003
985,44,4.0,209.6,205.6
987,52,12.4,421.6,409.20000000000005
989,116,2.8,468.6,465.8
990,6,0.4,104.2,103.8
991,53,7.8,462.2,454.4
994,100,0.0,377.2,377.2
995,11,5.4,202.2,196.79999999999998
996,7,20.4,138.0,117.6
998,98,0.0,347.2,347.2
1001,122,7.2,460.6,453.40000000000003
1003,18,0.0,314.6,314.6
1006,49,17.8,287.0,269.2
1008,103,0.0,467.2,467.2
1009,46,0.0,446.4,446.4
1010,35,21.8,452.0,430.2
1012,23,11.2,110.2,99.0
1013,63,11.0,314.2,303.2
1014,84,7.2,356.8,349.6
1015,18,23.6,356.2,332.59999999999997
1016,25,15.0,305.6,290.6
1017,72,3.0,456.2,453.2
1018,55,16.0,465.4,449.4
1019,15,7.8,171.0,163.2
1021,17,8.8,170.8,162.0
1022,26,6.6,154.0,147.4
1024,91,48.0,399.2,351.2
1026,37,0.0,327.4,327.4
1027,31,32.0,453.6,421.6
1028,65,4.2,286.0,281.8
1030,18,28.8,217.4,188.6
1032,76,0.2,285.4,285.2
1034,18,13.0,199.4,186.4
1035,92,9.0,434.4,425.4
1036,95,2.6,457.0,454.4
1037,114,2.0,468.8,466.8
1038,60,13.2,385.6,372.40000000000003
1042,66,12.6,323.6,311.0
1044,92,5.0,340.2,335.2
1045,99,14.4,449.6,435.20000000000005
1046,80,7.8,420.4,412.59999999999997
1047,115,6.8,399.2,392.4
1048,23,0.0,245.6,245.6
1049,66,0.0,471.6,471.6
1054,17,12.0,145.4,133.4
1055,48,6.8,222.4,215.6
1056,53,0.0,184.0,184.0
1057,35,4.0,212.6,208.6
1059,16,14.2,141.6,127.39999999999999
1060,9,16.0,170.8,154.8
1062,65,12.4,431.6,419.20000000000005
1064,56,0.4,384.0,383.6
1065,59,20.2,445.6,425.40000000000003
1066,37,22.6,243.6,221.0
1067,39,0.2,415.0,414.8
1068,41,5.8,456.2,450.4
1071,26,7.0,162.4,155.4
1072,77,14.2,435.6,421.40000000000003
1074,25,11.6,140.2,128.6
1076,29,22.4,150.2,127.79999999999998
1077,6,0.6,105.6,105.0
1078,49,21.0,357.2,336.2
1080,89,12.6,429.8,417.2
1081,40,3.6,208.8,205.20000000000002
1082,66,16.8,473.4,456.59999999999997
1086,35,3.8,181.2,177.39999999999998
1088,53,38.6,418.8,380.2
1089,34,10.6,302.8,292.2
1090,45,12.8,282.6,269.8
1091,94,0.2,454.8,454.6
1092,109,2.4,474.4,472.0
1093,109,4.2,364.6,360.40000000000003
1095,38,15.0,210.0,195.0
1097,48,2.4,281.2,278.8
1098,117,6.2,458.2,452.0
1099,50,0.0,314.0,314.0
1101,90,2.8,227.8,225.0
1102,95,9.0,456.2,447.2
1103,14,8.0,237.6,229.6
1104,30,75.0,390.0,315.0
1105,17,6.4,153.4,147.0
1106,86,13.4,347.6,334.20000000000005
1108,47,0.0,237.2,237.2
1109,48,6.8,433.0,426.2
1110,62,2.8,279.4,276.59999999999997
1111,116,0.0,456.2,456.2
1112,98,5.8,445.4,439.59999999999997
1113,48,6.8,227.2,220.39999999999998
1114,114,7.8,469.0,461.2
1115,10,8.4,120.0,111.6
1116,75,16.0,418.2,402.2
1117,33,8.4,403.8,395.40000000000003
1118,90,5.2,373.6,368.40000000000003
1119,14,7.4,175.0,167.6
1122,38,4.4,460.4,456.0
1123,59,1.8,280.6,278.8
1124,112,0.0,352.0,352.0
1126,100,10.2,442.6,432.40000000000003
1127,95,7.4,312.6,305.20000000000005
1128,96,0.4,455.2,454.8
1130,104,4.0,427.0,423.0
1132,19,27.4,247.8,220.4
1133,67,13.6,369.2,355.59999999999997
1134,61,4.0,327.0,323.0
1135,55,0.0,426.0,426.0
1136,128,4.0,465.8,461.8
1137,80,17.0,446.2,429.2
1139,17,0.0,237.2,237.2
1140,9,41.4,141.0,99.6
1141,81,4.6,296.2,291.59999999999997
1142,42,1.4,188.2,186.79999999999998
1143,102,14.2,452.2,438.0
1145,94,13.2,392.6,379.40000000000003
1146,110,3.8,467.8,464.0
1147,86,3.0,365.6,362.6
1149,57,1.8,293.4,291.59999999999997
